seq,module,level,name,card,type,label,description,label_ja,description_ja,XPath
3880,gl-cor,4,documentReference,0..1,gl-cor:documentReferenceItemType,Document Reference,Internal reference for the document above; number assigned internally to track the document,元文書参照情報,上の文書のための内部参照情報。文書を追跡するために内部的に割り当てた番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentReference
3890,gl-cor,4,documentDate,0..1,gl-cor:documentDateItemType,Document Date,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentDate
3900,gl-bus,4,documentReceivedDate,0..1,gl-bus:documentReceivedDateItemType,Received Date,Date/time document was noted as received (if necessary). Represents actual date received. Posting dates are maintained separately.,元文書受領日付,（必要であれば）文書の受領が記録された日付/時刻。実際に受領された日付をあらわす。転記日付は別に管理される。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:documentReceivedDate
3910,gl-bus,4,documentChargeReimb,0..1,gl-bus:documentChargeReimbItemType,Chargeable or Reimbursable,"Is this entry chargeable to client, reimbursable? Used by some systems to indicate that account on posting/validation should be posted to a customer or vendor's account.",請求支払可能フラグ,この仕訳は顧客に請求、支払可能か。いくつかのシステムでは転記/検証対象の科目が顧客や仕入先の科目に転記されるべきかどうかを示すために使用される。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:documentChargeReimb
3920,gl-bus,4,documentLocation,0..1,gl-bus:documentLocationItemType,Document Location,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:documentLocation
3930,gl-bus,4,paymentMethod,0..1,gl-bus:paymentMethodItemType,Payment Method,Method used or to be used to make the payment,支払方法,支払いのために使用された、または使用される方法。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:paymentMethod
3940,gl-cor,4,postingStatus,0..1,gl-gen:postingStatusItemType,Posting Status,"deferred: although entered, it cannot be posted until a later time\nposted: already posted\nproposed: a proposed item that must be approved\nsimulated: a simulated item, for what-if\ntax: a tax-specific entry\nunposted:entered but not yet posted or validated\ncancelled:entered and later cancelled\nother:other status - should be described in postingStatusDescription",転記状態,・据置：入力されたが、まだ転記できない。\n・転記済：転記済み。\n・提案済：検証が必要な項目。\n・シミュレーション：仮定のためにシミュレートされた項目。\n・税：税項目。\n・未転記：入力されたが、まだ検証も転記もされていない。\n・取消済：入力されたが、取り消された。\n・その他：その他の状態。postingStatusDescriptionで説明されるべき。\n[設定値のリスト]\n(deferred：据置)、(posted：転記済)、(proposed：提案済)、(simulated：シミュレーション)、(tax：税)、(unposted：未転記)、(cancelled：取消済)、(other：その他),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:postingStatus
3950,gl-cor,4,postingStatusDescription,0..1,gl-cor:postingStatusDescriptionItemType,Posting Status Description,Free format description of the posting status,転記状態説明,転記状態の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:postingStatusDescription
3960,gl-cor,4,xbrlInfo,0..*,gl-cor:xbrlInfoComplexType,XBRL Information,This will roll up to XBRL reporting information - this is a parent - repeatable so that the same item can be reported through many taxonomies. Care should be taken to consider what happens if people post to the same account but different XBRL elements.,【XBRL情報】,XBRLレポート情報へのロールアップ情報。親タグであり、同じ項目が複数のタクソノミを通じて報告されうるように繰り返し可能。同一の勘定科目を異なるXBRL要素に転記した場合にどうなるか、注意深く考慮すべきである。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo
3970,gl-cor,5,xbrlInclude,0..1,gl-gen:xbrlIncludeItemType,XBRL Allocation,"Indicates that the information being given is beginning_balance, ending_balance, period_change.",XBRL割当,与えられた情報が、期首残高、期末残高、期中増減のいずれであるかを示す。\n[設定値のリスト]\n(beginning_balance：期首残高)、(ending_balance：期末残高)、(period_change：期中増減),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-cor:xbrlInclude
3980,gl-cor,5,summaryReportingElement,0..1,gl-cor:summaryReportingElementItemType,Summary Reporting Element,Associated XBRL element or XML element within an XML taxonomy - mapping to an XBRL concept.,集約報告エレメント,関係付けられた、XMLタクソノミ中のXBRL要素または、XML要素。XBRLコンセプトへのマッピング。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-cor:summaryReportingElement
3990,gl-cor,5,detailMatchingElement,0..1,gl-cor:detailMatchingElementItemType,Detail Matching Element,Associated XBRL element in XBRL-GL instance.,明細対応エレメント,関係付けられた、XBRL-GLインスタンス中のXBRL要素。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-cor:detailMatchingElement
4000,gl-srcd,5,summaryTuplePath,0..1,gl-srcd:summaryTuplePathItemType,summaryTuplePath,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryTuplePath
4010,gl-srcd,5,detailedContentFilter,0..1,gl-srcd:detailedContentFilterItemType,detailedContentFilter,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:detailedContentFilter
4020,gl-srcd,5,reportingDateSelector,0..1,gl-srcd:reportingDateSelectorItemType,reportingDateSelector,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:reportingDateSelector
4030,gl-srcd,5,summaryOperator,0..1,gl-srcd:summaryOperatorItemType,summaryOperator,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryOperator
4040,gl-srcd,5,summaryPrecisionDecimals,0..1,gl-srcd:summaryPrecisionDecimalsComplexType,summaryPrecisionDecimals,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryPrecisionDecimals
4050,gl-srcd,5,summaryContext,0..1,gl-srcd:summaryContextComplexType,summaryContext,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryContext
4060,gl-srcd,5,summaryUnit,0..1,gl-srcd:summaryUnitComplexType,summaryUnit,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryUnit
4070,gl-srcd,5,summaryReportingTaxonomyIDRef,0..1,gl-srcd:summaryReportingTaxonomyIDRefItemType,summaryReportingTaxonomyIDRef,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryReportingTaxonomyIDRef
4080,gl-cor,4,detailComment,0..1,gl-cor:detailCommentItemType,Description,Description of this line of detail only,説明,この明細行のみに対する説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:detailComment
4090,gl-cor,4,dateAcknowledged,0..1,gl-cor:dateAcknowledgedItemType,Acknowledgement Date,Date of acknowledgement of goods/services shipped/received.,承認日付,出荷/受領済みの物品/サービスを承認した日付。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:dateAcknowledged
4100,gl-cor,4,confirmedDate,0..1,gl-cor:confirmedDateItemType,Confirmation Date,Date of confirmation of shipment/receipt.,確認日付,出荷/受領を確認した日付。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:confirmedDate
4110,gl-cor,4,shipFrom,0..1,gl-cor:shipFromItemType,Ship From,References organizationAddressLocationIdentifier where used. Otherwise freeform.,出荷元,organizationAddressLocationIdentifierの参照情報。または自由記述。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:shipFrom
4120,gl-cor,4,shipReceivedDate,0..1,gl-cor:shipReceivedDateItemType,Date Shipped/Received,Date goods/services are shipped/received.,出荷/受領日付,物品/サービスを出荷/受領した日付。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:shipReceivedDate
4130,gl-cor,4,maturityDate,0..1,gl-cor:maturityDateItemType,Maturity Date or Date Due,Due date or other maturity date.,支払期日,支払期日やその他の期日。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:maturityDate
4140,gl-cor,4,terms,0..1,gl-cor:termsItemType,Payment Terms,Discount/payment terms.,支払条件,割引/支払い条件。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:terms
4150,gl-bus,4,measurable,0..*,gl-bus:measurableComplexType,Measurable,"Parent for information regarding measurable items associated with the enclosing entryDetail line. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",【計測可能物情報】,明細行に関係付けられた、計測可能物の情報の親タグ。おもにパフォーマンス測定のために使用される。在庫移動の詳細の追跡の必要性に基づき、「科目」、「報告バケット」、「コード」に関係付けられるあらゆるものに適する。あらゆる活動を追跡するために使用可能。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable
4160,gl-bus,5,measurableCode,0..1,gl-bus:measurableCodeItemType,Measurable Code,"Code for measurable item including BP - Business process, FA - Fixed asset/Capitalized item, IN - Inventory, KPI - Metric, NT - Intangible, SP - Supplies, SV-P - Service by employee, vendor or contractor, SV-M - Service by equipment/machinery, OT - Other",計測可能物コード,計測可能物のコード。ビジネスプロセス、固定資産/資産化項目、在庫、測定基準、無形資産、貯蔵品、従業員/提供元/請負者によるサービス、装置/機械によるサービス、その他\n[設定値のリスト]\n(BP：ビジネスプロセス)、(FA：固定資産/資産化項目)、(IN：在庫)、(KPI：測定基準)、(NT：無形資産)、(SP：貯蔵品)、(SV-P：従業員/提供元/請負者によるサービス)、(SV-M：装置/機械によるサービス)、(OT：その他),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableCode
4170,gl-bus,5,measurableCodeDescription,0..1,gl-bus:measurableCodeDescriptionItemType,Measurable Code Description,Free format description of the measurable code,計測可能物コード説明,計測可能物のコードの説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableCodeDescription
4180,gl-bus,5,measurableCategory,0..1,gl-bus:measurableCategoryItemType,Measurable Category,Category of the measurable,計測可能物カテゴリ,計測可能物のカテゴリ。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableCategory
4190,gl-bus,5,measurableID,0..1,gl-bus:measurableIDItemType,Measurable Identification,Internal inventory part or SKU number or other code identifier for the measurable.,計測可能物識別子,計測可能物の社内在庫部分またはSKU番号またはその他のコード識別子。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableID
4200,gl-bus,5,measurableIDSchema,0..1,gl-bus:measurableIDSchemaItemType,Schema for Measurable Identification,URI or other identifier for schema with which measurable ID can be validated,計測可能物識別子スキーマ,計測可能物のIDを検証するスキーマの、URIまたはその他の識別子。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableIDSchema
4210,gl-bus,5,measurableIDOther,0..1,gl-bus:measurableIDOtherItemType,Secondary Measurable Identifier,Second identifier (such as vendor's item number),計測可能物第二識別子,第二識別子。（例えば、ベンダーでの品目番号）。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableIDOther
4220,gl-bus,5,measurableIDOtherSchema,0..1,gl-bus:measurableIDOtherSchemaItemType,Schema for Secondary Measurable Identification,URI or other identifier for schema with which measurable ID Other can be validated,計測可能物第二識別子スキーマ,計測可能物の第二IDを検証するスキーマの、URIまたはその他の識別子。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableIDOtherSchema
4230,gl-bus,5,measurableDescription,0..1,gl-bus:measurableDescriptionItemType,Measurable Description,Text description of measurable (e.g. inventory item or other identifier),計測可能物説明,計測可能物の説明。（たとえば、在庫やその他の識別子）\n,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableDescription
4240,gl-bus,5,measurableQuantity,0..1,gl-bus:measurableQuantityItemType,Quantity,"Number of units in this transaction; for non-monetary calculations; can be square footage, number of people, etc.",数量,この取引における、単位数量。金額計算用ではない。平方フィート、人数など。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableQuantity
4250,gl-bus,5,measurableQualifier,0..1,gl-bus:measurableQualifierItemType,Qualifier,"Field that can represent grading, inspection codes, ratings and other qualifiers to properly capture PKI/Balanced Scorecard information",修飾子,PKI又はバランススコアカード情報を適正に把握するための、等級付け、検査コード、格付けその他の修飾子を示す。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-bus:measurable/gl-bus:measurableQualifier
